shouldReplace	verb	genre	number	noun	verbFreq	nounFreq
True	compresser	feminine	singular	compression	0	2085
True	comprimer	feminine	singular	compression	0	2085
True	compromettre	feminine	singular	compromission	0	105
True	comptabiliser	feminine	singular	comptabilisation	0	54
True	compter	masculine	singular	comptage	0	321
True	compter	masculine	singular	compte	0	39336
True	compulser	feminine	singular	compulsion	0	83
True	computer	feminine	singular	computation	0	72
True	concasser	masculine	singular	concassage	0	39
True	concaténer	feminine	singular	concaténation	0	125
True	concéder	feminine	singular	concession	0	1580
True	concélébrer	feminine	singular	concélébration	0	7
True	concentrer	feminine	singular	concentration	0	4370
True	conceptualiser	feminine	singular	conceptualisation	0	87
True	concerter	feminine	singular	concertation	0	561
True	concerter	masculine	singular	concert	0	7813
True	concessionner	feminine	singular	concession	0	1580
True	concevoir	feminine	singular	conception	0	9262
True	concilier	feminine	singular	conciliation	0	434
True	conclure	feminine	singular	conclusion	0	2965
True	concocter	feminine	singular	concoction	0	7
True	concorder	feminine	singular	concordance	0	308
True	concourir	masculine	singular	concours	0	9601
True	concréter	feminine	singular	concrétion	0	36
True	concrétionner	feminine	singular	concrétion	0	36
True	concrétionner	masculine	singular	concrétionnement	0	5
True	concrétiser	feminine	singular	concrétisation	0	103
True	concurrencer	feminine	singular	concurrence	0	4028
True	condamner	feminine	singular	condamnation	0	1933
True	condenser	feminine	singular	condensation	0	513
True	condescendre	feminine	singular	condescendance	0	61
True	conditionner	masculine	singular	conditionnement	0	571
True	conduire	feminine	singular	conduction	0	557
True	conduire	feminine	singular	conduite	0	6054
True	confectionner	feminine	singular	confection	0	619
True	confédérer	feminine	singular	confédération	0	4623
True	confesser	feminine	singular	confesse	0	125
True	confesser	feminine	singular	confession	0	1428
True	confiner	masculine	singular	confinement	0	426
True	confirmer	feminine	singular	confirmation	0	1190
True	confisquer	feminine	singular	confiscation	0	416
True	conflagrer	feminine	singular	conflagration	0	26
True	confluer	feminine	singular	confluence	0	656
True	confondre	feminine	singular	confusion	0	3373
True	conforter	masculine	singular	confortement	0	4
True	conforter	masculine	singular	confort	0	1374
True	confronter	feminine	singular	confrontation	0	1413
True	congédier	masculine	singular	congédiement	0	19
True	congeler	feminine	singular	congélation	0	256
True	conglober	feminine	singular	conglobation	0	4
True	conglomérer	feminine	singular	conglomération	0	2
True	congratuler	feminine	singular	congratulation	0	2
True	congruer	feminine	singular	congruence	0	134
True	conjoindre	feminine	singular	conjonction	0	649
True	conjuguer	feminine	singular	conjugaison	0	891
True	conjurer	feminine	singular	conjuration	0	435
True	connaître	feminine	singular	connaissance	0	11705
True	connecter	feminine	singular	connection	0	934
True	connecter	feminine	singular	connexion	0	1964
True	conniver	feminine	singular	connivence	0	128
True	conquérir	feminine	singular	conquête	0	6491
True	conquêter	feminine	singular	conquête	0	6491
True	consacrer	feminine	singular	consécration	0	1154
True	consentir	masculine	singular	consentement	0	1236
True	conserver	feminine	singular	conservation	0	4239
True	conserver	feminine	singular	conserve	0	4238
True	considérer	feminine	singular	considération	0	1260
True	consigner	feminine	singular	consignation	0	42
True	consigner	feminine	singular	consigne	0	364
True	consoler	feminine	singular	consolation	0	333
True	consolider	feminine	singular	consolidation	0	522
True	consolider	masculine	singular	consolidement	0	1
True	consommer	feminine	singular	consommation	0	6131
True	consoner	feminine	singular	consonance	0	215
True	consonner	feminine	singular	consonnance	0	20
True	conspirer	feminine	singular	conspiration	0	1227
True	constater	feminine	singular	constatation	0	299
True	constater	masculine	singular	constat	0	755
True	consterner	feminine	singular	consternation	0	84
True	constituer	feminine	singular	constitution	0	16062
True	constitutionaliser	feminine	singular	constitutionalisation	0	2
True	constitutionnaliser	feminine	singular	constitutionnalisation	0	23
True	construire	feminine	singular	construction	0	28571
True	consulter	feminine	singular	consultation	0	1663
True	consumer	feminine	singular	consumation	0	2
True	contacter	masculine	singular	contact	0	8980
True	contagionner	feminine	singular	contagion	0	274
True	contaminer	feminine	singular	contamination	0	898
True	contempler	feminine	singular	contemplation	0	353
True	contenir	feminine	singular	contention	0	107
True	contenter	masculine	singular	contentement	0	62
True	conter	masculine	singular	conte	0	3117
True	contester	feminine	singular	contestation	0	1133
True	continentaliser	feminine	singular	continentalisation	0	2
True	contingenter	masculine	singular	contingentement	0	12
True	continuer	feminine	singular	continuation	0	822
True	contondre	feminine	singular	contusion	0	41
True	contorser	feminine	singular	contorsion	0	16
True	contorsionner	feminine	singular	contorsion	0	16
True	contorsionner	masculine	singular	contorsionnisme	0	2
True	contourner	masculine	singular	contournage	0	2
True	contourner	masculine	singular	contournement	0	384
True	contracter	feminine	singular	contraction	0	1338
True	contraindre	feminine	singular	contrainte	0	2243
True	contrebalancer	masculine	singular	contrebalancement	0	1
True	contrebander	feminine	singular	contrebande	0	568
True	contrebuter	masculine	singular	contrebutement	0	3
True	contrecarrer	masculine	singular	contrecarre	0	20
True	contrecoller	masculine	singular	contrecollage	0	2
True	contredire	feminine	singular	contradiction	0	1394
True	contrefaire	feminine	singular	contrefaçon	0	297
True	contrepéter	masculine	singular	contrepet	0	19
True	contrer	masculine	singular	contre	0	103739
True	contrevenir	feminine	singular	contravention	0	212
True	contribuer	feminine	singular	contribution	0	3811
True	contrôler	masculine	singular	contrôle	0	17858
True	controverser	feminine	singular	controverse	0	2692
True	convenir	feminine	singular	convenance	0	201
True	convenir	feminine	singular	convention	0	9437
True	converger	feminine	singular	convergence	0	1367
True	conversationner	feminine	singular	conversation	0	1451
True	converser	feminine	singular	conversation	0	1451
True	convertir	feminine	singular	conversion	0	2837
True	convoquer	feminine	singular	convocation	0	430
True	convoyer	masculine	singular	convoiement	0	2
True	convoyer	masculine	singular	convoi	0	1279
True	convoyer	masculine	singular	convoyage	0	392
True	convulser	feminine	singular	convulsion	0	38
True	convulsionner	feminine	singular	convulsion	0	38
True	coopérer	feminine	singular	coopération	0	4073
True	coopter	feminine	singular	cooptation	0	90
True	coordonner	feminine	singular	coordination	0	2519
True	copier	masculine	singular	copiage	0	8
True	copier	feminine	singular	copie	0	3064
True	copiner	masculine	singular	copinage	0	19
True	coproduire	feminine	singular	coproduction	0	255
True	copuler	feminine	singular	copulation	0	48
True	corder	masculine	singular	cordage	0	218
True	corner	masculine	singular	cornage	0	6
True	correctionnaliser	feminine	singular	correctionnalisation	0	1
True	correspondre	feminine	singular	correspondance	0	4794
True	corriger	feminine	singular	correction	0	1557
True	corroborer	feminine	singular	corroboration	0	6
True	corroder	feminine	singular	corrosion	0	568
True	corrompre	feminine	singular	corruption	0	2323
True	corroyer	masculine	singular	corroyage	0	37
True	corruptionner	feminine	singular	corruption	0	2323
True	cosaquer	feminine	singular	cosaquerie	0	4
True	coter	feminine	singular	cotation	0	339
True	coter	feminine	singular	cote	0	1149
True	cotiser	feminine	singular	cotisation	0	270
True	côtoyer	masculine	singular	côtoiement	0	4
True	couarder	feminine	singular	couardise	0	31
True	coucher	masculine	singular	couchage	0	46
True	coucher	feminine	singular	coucherie	0	2
True	coucher	masculine	singular	coucher	0	1035
True	couder	feminine	singular	coudure	0	3
True	coudre	masculine	singular	cousage	0	2
True	coudre	feminine	singular	couture	0	1117
True	couiner	masculine	singular	couinement	0	4
True	couler	masculine	singular	coulage	0	47
True	couler	feminine	singular	coulée	0	570
True	coulisser	masculine	singular	coulissage	0	2
True	coulisser	masculine	singular	coulissement	0	10
True	coupeller	feminine	singular	coupellation	0	8
True	couper	masculine	singular	coupage	0	34
True	couper	feminine	singular	coupe	0	52774
True	couper	feminine	singular	coupure	0	711
True	coupler	masculine	singular	couplage	0	477
True	courber	feminine	singular	courbure	0	1185
True	courcailler	masculine	singular	courcaillet	0	1
True	courir	feminine	singular	course	0	14795
True	courir	masculine	singular	cours	0	102502
True	couronner	masculine	singular	couronnement	0	1125
True	courroucer	masculine	singular	courroux	0	150
True	courser	feminine	singular	course	0	14795
True	courtcircuiter	masculine	singular	court-circuitage	0	4
True	coussiner	masculine	singular	coussinage	0	2
True	couturer	feminine	singular	couture	0	1117
True	couver	masculine	singular	couvage	0	2
True	couver	feminine	singular	couvaison	0	47
True	couver	feminine	singular	couvée	0	70
True	couvrir	feminine	singular	couverture	0	3932
True	couvrir	masculine	singular	couvrement	0	28
True	crachouiller	masculine	singular	crachouillis	0	1
True	cramponner	masculine	singular	cramponnage	0	5
True	cranter	masculine	singular	crantage	0	4
True	crapahuter	masculine	singular	crapahut	0	1
True	craqueler	masculine	singular	craquèlement	0	1
True	craquer	masculine	singular	craquage	0	77
True	craquer	masculine	singular	craquement	0	16
True	craquer	feminine	singular	craque	0	124
True	craquer	feminine	singular	craquerie	0	2
True	crayonner	masculine	singular	crayonnage	0	20
True	créer	feminine	singular	création	0	39887
True	créneler	masculine	singular	crénelage	0	6
True	créneler	feminine	singular	crénelure	0	1
True	créner	masculine	singular	crénage	0	11
True	créoliser	feminine	singular	créolisation	0	27
True	crêper	masculine	singular	crêpage	0	3
True	crépir	masculine	singular	crépissage	0	5
True	crépiter	feminine	singular	crépitation	0	1
True	crépiter	masculine	singular	crépitement	0	8
True	crétiniser	feminine	singular	crétinisation	0	5
True	creuser	masculine	singular	creusage	0	12
True	creuser	masculine	singular	creusement	0	300
True	crever	masculine	singular	crevage	0	2
True	crever	feminine	singular	crevaison	0	74
True	cribler	masculine	singular	criblage	0	57
True	crier	feminine	singular	criée	0	136
True	crier	masculine	singular	cri	0	2045
True	criminaliser	feminine	singular	criminalisation	0	30
True	crisper	feminine	singular	crispation	0	29
True	crisser	masculine	singular	crissement	0	17
True	cristalliser	feminine	singular	cristallisation	0	247
True	critiquer	masculine	singular	critique	0	16574
True	croasser	masculine	singular	croassement	0	5
True	crocheter	masculine	singular	crochetage	0	44
True	croire	feminine	singular	créance	0	241
True	croire	feminine	singular	croyance	0	2223
True	croiser	masculine	singular	croisement	0	1303
True	croître	feminine	singular	croissance	0	7740
True	croître	masculine	singular	croît	0	522
True	crosser	masculine	singular	crossage	0	1
True	crouler	masculine	singular	croulement	0	2
True	croupir	masculine	singular	croupissement	0	1
True	croûter	masculine	singular	croûtage	0	1
True	crucifier	masculine	singular	crucifiement	0	32
True	crucifier	feminine	singular	crucifixion	0	352
True	cryptographier	feminine	singular	cryptographie	0	866
True	cuber	masculine	singular	cubage	0	8
True	cuber	feminine	singular	cubature	0	1
True	cueillir	feminine	singular	cueille	0	80
True	cueillir	feminine	singular	cueillette	0	347
True	cueillir	feminine	singular	cueillie	0	15
True	cuirasser	masculine	singular	cuirassement	0	10
True	cuire	feminine	singular	cuisson	0	1314
True	cuire	feminine	singular	cuite	0	1097
True	cuisiner	feminine	singular	cuisine	0	5481
True	cuiter	feminine	singular	cuite	0	1097
True	cuivrer	masculine	singular	cuivrage	0	3
True	culbuter	masculine	singular	culbutage	0	9
True	culbuter	feminine	singular	culbute	0	43
True	culminer	feminine	singular	culmination	0	40
True	culpabiliser	feminine	singular	culpabilisation	0	22
True	cultiver	feminine	singular	cultivation	0	22
True	cultiver	feminine	singular	culture	0	30963
True	cumuler	feminine	singular	cumulation	0	5
True	cumuler	masculine	singular	cumul	0	309
True	curariser	feminine	singular	curarisation	0	5
True	curer	masculine	singular	curage	0	69
True	cureter	masculine	singular	curetage	0	15
True	cuveler	masculine	singular	cuvelage	0	3
True	cuver	masculine	singular	cuvage	0	5
True	cyanurer	feminine	singular	cyanuration	0	1
True	cybernétiser	feminine	singular	cybernétisation	0	2
True	cycler	masculine	singular	cyclage	0	5
True	cycler	feminine	singular	cyclisation	0	16
True	cycliser	feminine	singular	cyclisation	0	16
True	dactylographier	feminine	singular	dactylographie	0	27
True	daller	masculine	singular	dallage	0	76
True	damasquiner	masculine	singular	damasquinage	0	7
True	damer	masculine	singular	damage	0	307
True	damner	feminine	singular	damnation	0	194
True	danser	feminine	singular	danse	0	8953
True	dater	feminine	singular	datation	0	979
True	déambuler	feminine	singular	déambulation	0	22
True	débâcler	feminine	singular	débâcle	0	254
True	déballaster	masculine	singular	déballastage	0	13
True	déballer	masculine	singular	déballage	0	29
True	débander	feminine	singular	débandade	0	91
True	débaptiser	feminine	singular	débaptisation	0	15
True	débarder	masculine	singular	débardage	0	37
True	débarquer	masculine	singular	débarquement	0	2656
True	débattre	masculine	singular	débat	0	7057
True	débaucher	masculine	singular	débauchage	0	8
True	débiner	masculine	singular	débinage	0	4
True	débiter	masculine	singular	débitage	0	65
True	débiter	masculine	singular	débit	0	4573
True	déblayer	masculine	singular	déblaiement	0	58
True	déblayer	masculine	singular	déblai	0	8
True	déblayer	masculine	singular	déblayage	0	11
True	débloquer	masculine	singular	déblocage	0	146
True	débloquer	masculine	singular	débloquage	0	8
True	débloquer	masculine	singular	débloquement	0	1
True	débobiner	masculine	singular	débobinage	0	1
True	déboiser	masculine	singular	déboisage	0	2
True	déboiser	masculine	singular	déboisement	0	57
True	déboîter	masculine	singular	déboîtement	0	5
True	déborder	masculine	singular	débordement	0	196
True	déborder	masculine	singular	débord	0	18
True	débosseler	masculine	singular	débosselage	0	5
True	déboucher	masculine	singular	débouchage	0	2
True	déboucher	masculine	singular	débouchement	0	1
True	débouchonner	masculine	singular	débouchage	0	2
True	débouchonner	masculine	singular	débouchement	0	1
True	déboucler	masculine	singular	débouclement	0	1
True	déboulonner	masculine	singular	déboulonnage	0	5
True	déboulonner	masculine	singular	déboulonnement	0	2
True	débourber	masculine	singular	débourbage	0	22
True	débourrer	masculine	singular	débourrage	0	8
True	débourrer	masculine	singular	débourrement	0	45
True	débourser	masculine	singular	déboursement	0	2
True	déboussoler	masculine	singular	déboussolement	0	1
True	débrancher	masculine	singular	débranchement	0	31
True	débrayer	masculine	singular	débrayage	0	29
True	débrider	masculine	singular	débridage	0	4
True	débrider	masculine	singular	débridement	0	2
True	débrouiller	masculine	singular	débrouillage	0	1
True	débroussailler	masculine	singular	débroussaillage	0	22
True	débroussailler	masculine	singular	débroussaillement	0	5
True	débucher	masculine	singular	débucher	0	3
True	débudgétiser	feminine	singular	débudgétisation	0	3
True	débusquer	masculine	singular	débuscage	0	3
True	décadrer	masculine	singular	décadrage	0	13
True	décaféiner	feminine	singular	décaféination	0	7
True	décaisser	masculine	singular	décaissage	0	1
True	décaisser	masculine	singular	décaissement	0	10
True	décalcifier	feminine	singular	décalcification	0	7
True	décaler	masculine	singular	décalage	0	1278
True	décalotter	masculine	singular	décalottage	0	4
True	décalquer	masculine	singular	décalcage	0	1
True	décalquer	masculine	singular	décalquage	0	2
True	décalquer	masculine	singular	décalque	0	26
True	décanter	masculine	singular	décantage	0	1
True	décanter	feminine	singular	décantation	0	137
True	décaper	masculine	singular	décapage	0	42
True	décapitaliser	feminine	singular	décapitalisation	0	1
True	décapiter	feminine	singular	décapitation	0	187
True	décapsuler	masculine	singular	décapsulage	0	2
True	décapsuler	feminine	singular	décapsulation	0	1
True	décarbonater	feminine	singular	décarbonatation	0	3
True	décarboniser	feminine	singular	décarbonisation	0	3
True	décarboxyler	feminine	singular	décarboxylation	0	32
True	décarburer	feminine	singular	décarburation	0	13
True	décatholiciser	feminine	singular	décatholicisation	0	1
True	décéder	masculine	singular	décès	0	14168
True	décélérer	feminine	singular	décélération	0	102
True	déceler	masculine	singular	décèlement	0	1
True	décentraliser	feminine	singular	décentralisation	0	713
True	décentrer	masculine	singular	décentrage	0	9
True	décentrer	feminine	singular	décentration	0	1
True	décentrer	masculine	singular	décentrement	0	42
True	décérébrer	feminine	singular	décérébration	0	9
True	décerner	masculine	singular	décernement	0	13
True	décerveler	masculine	singular	décervelage	0	8
True	décerveler	masculine	singular	décervellement	0	1
True	décevoir	feminine	singular	déception	0	456
True	déchaîner	masculine	singular	déchaînement	0	45
True	décharger	masculine	singular	déchargement	0	211
True	décharger	feminine	singular	décharge	0	993
True	déchaumer	masculine	singular	déchaumage	0	19
True	déchausser	masculine	singular	déchaussage	0	3
True	déchausser	masculine	singular	déchaussement	0	9
True	déchiffrer	masculine	singular	déchiffrage	0	55
True	déchiffrer	masculine	singular	déchiffrement	0	256
True	déchiqueter	masculine	singular	déchiquetage	0	5
True	déchirer	masculine	singular	déchirement	0	78
True	déchoir	feminine	singular	déchéance	0	471
True	déchristianiser	feminine	singular	déchristianisation	0	75
True	décider	feminine	singular	décision	0	13344
True	décimaliser	feminine	singular	décimalisation	0	11
True	décimer	feminine	singular	décimation	0	32
True	décintrer	masculine	singular	décintrage	0	1
True	décintrer	masculine	singular	décintrement	0	1
True	déciviliser	feminine	singular	décivilisation	0	4
True	déclamer	feminine	singular	déclamation	0	143
True	déclancher	masculine	singular	déclanchement	0	22
True	déclarer	feminine	singular	déclaration	0	5942
True	déclasser	masculine	singular	déclassement	0	195
True	déclassifier	feminine	singular	déclassification	0	20
True	déclencher	masculine	singular	déclenchement	0	1047
True	décliner	feminine	singular	déclinaison	0	1305
True	décliner	feminine	singular	déclination	0	2
True	décliner	masculine	singular	déclin	0	3141
True	décliquer	masculine	singular	décliquement	0	3
True	décloisonner	masculine	singular	décloisonnement	0	33
True	déclouer	masculine	singular	déclouage	0	1
True	décocher	masculine	singular	décochage	0	24
True	décoconner	masculine	singular	décoconnage	0	2
True	décoder	masculine	singular	décodage	0	256
True	décoffrer	masculine	singular	décoffrage	0	25
True	décoincer	masculine	singular	décoinçage	0	1
True	décoller	masculine	singular	décollage	0	1402
True	décoller	feminine	singular	décollation	0	37
True	décoller	masculine	singular	décollement	0	113
True	décolleter	masculine	singular	décolletage	0	76
True	décoloniser	feminine	singular	décolonisation	0	472
True	décolorer	feminine	singular	décoloration	0	53
True	décommander	feminine	singular	décommande	0	3
True	décommuniser	feminine	singular	décommunisation	0	1
True	décompenser	feminine	singular	décompensation	0	23
True	décomposer	feminine	singular	décomposition	0	1624
True	décompresser	feminine	singular	décompression	0	242
True	décomprimer	feminine	singular	décompression	0	242
True	décompter	masculine	singular	décomptage	0	2
True	décompter	masculine	singular	décompte	0	685
True	déconcentrer	feminine	singular	déconcentration	0	47
True	déconditionner	masculine	singular	déconditionnement	0	7
True	décongeler	feminine	singular	décongélation	0	18
True	décongestionner	feminine	singular	décongestion	0	2
True	déconnecter	feminine	singular	déconnection	0	5
True	déconnecter	feminine	singular	déconnexion	0	64
True	déconner	feminine	singular	déconnade	0	4
True	déconner	masculine	singular	déconnage	0	1
True	déconsidérer	feminine	singular	déconsidération	0	8
True	déconstruire	feminine	singular	déconstruction	0	162
True	décontaminer	feminine	singular	décontamination	0	74
True	décontenancer	feminine	singular	décontenance	0	3
True	décontracter	feminine	singular	décontraction	0	49
True	décorer	feminine	singular	décoration	0	2688
True	décortiquer	masculine	singular	décorticage	0	15
True	décortiquer	feminine	singular	décortication	0	12
True	décortiquer	masculine	singular	décortiquage	0	2
True	découler	masculine	singular	découlement	0	1
True	découper	masculine	singular	découpage	0	1667
True	découper	masculine	singular	découpement	0	3
True	découper	feminine	singular	découpe	0	588
True	découper	feminine	singular	découpure	0	7
True	découpler	masculine	singular	découplage	0	117
True	découpler	masculine	singular	découplement	0	2
True	découpler	masculine	singular	découple	0	3
True	découpler	masculine	singular	découpler	0	14
True	décourager	masculine	singular	découragement	0	90
True	découvrir	feminine	singular	découverte	0	13428
True	découvrir	feminine	singular	découverture	0	8
True	découvrir	masculine	singular	découvrement	0	4
True	décrasser	masculine	singular	décrassage	0	4
True	décrépiter	feminine	singular	décrépitation	0	1
True	décreuser	masculine	singular	décreusage	0	2
True	décrier	masculine	singular	décri	0	3
True	décrire	feminine	singular	description	0	13989
True	décrisper	feminine	singular	décrispation	0	5
True	décrocher	masculine	singular	décrochage	0	660
True	décrocher	masculine	singular	décrochement	0	58
True	décroître	feminine	singular	décroissance	0	427
True	décroître	masculine	singular	décroissement	0	8
True	décroître	masculine	singular	décroît	0	310
True	décroître	feminine	singular	décrue	0	36
True	décruser	masculine	singular	décreusage	0	2
True	décrypter	masculine	singular	décryptage	0	137
True	décrypter	masculine	singular	décryptement	0	2
True	décuivrer	masculine	singular	décuivrage	0	1
True	décupler	masculine	singular	décuplement	0	8
True	décuver	masculine	singular	décuvage	0	3
True	dédaigner	masculine	singular	dédain	0	140
True	dédicacer	feminine	singular	dédicace	0	492
True	dédier	feminine	singular	dédicace	0	492
True	dédifférencier	feminine	singular	dédifférenciation	0	7
True	dédire	masculine	singular	dédit	0	26
True	dédommager	masculine	singular	dédommagement	0	198
True	dédouaner	masculine	singular	dédouanement	0	8
True	dédoubler	masculine	singular	dédoublage	0	1
True	dédoubler	masculine	singular	dédoublement	0	131
True	dédramatiser	feminine	singular	dédramatisation	0	3
True	déduire	feminine	singular	déduction	0	568
True	défaillir	feminine	singular	défaillance	0	498
True	défaire	feminine	singular	défaite	0	8934
True	défausser	feminine	singular	défausse	0	91
True	défavoriser	feminine	singular	défavorisation	0	1
True	défendre	feminine	singular	défense	0	17045
True	défenestrer	feminine	singular	défenestration	0	53
True	déféquer	feminine	singular	défécation	0	75
True	déferler	masculine	singular	déferlement	0	69
True	déferrer	masculine	singular	déferrage	0	1
True	déferrer	masculine	singular	déferrement	0	2
True	défeutrer	masculine	singular	défeutrage	0	1
True	défibrer	masculine	singular	défibrage	0	1
True	défibrer	feminine	singular	défibration	0	2
True	défibriller	feminine	singular	défibrillation	0	50
True	défibriner	feminine	singular	défibrination	0	1
True	défier	masculine	singular	défi	0	1840
True	défigurer	feminine	singular	défiguration	0	10
True	défigurer	masculine	singular	défigurement	0	2
True	défiler	masculine	singular	défilement	0	172
True	défiler	masculine	singular	défilé	0	1124
True	définir	feminine	singular	définition	0	13453
True	défiscaliser	feminine	singular	défiscalisation	0	30
True	déflagrer	feminine	singular	déflagration	0	78
True	défléchir	feminine	singular	déflexion	0	20
True	déflorer	feminine	singular	défloration	0	17
True	défocaliser	feminine	singular	défocalisation	0	3
True	défolier	feminine	singular	défoliation	0	18
True	défoncer	masculine	singular	défonçage	0	1
True	défoncer	masculine	singular	défoncement	0	7
True	déforester	feminine	singular	déforestation	0	314
True	déformer	feminine	singular	déformation	0	1477
True	défouler	masculine	singular	défoulement	0	16
True	défourner	masculine	singular	défournement	0	4
True	défrayer	masculine	singular	défraiement	0	3
True	défrayer	masculine	singular	défrayement	0	1
True	défricher	masculine	singular	défrichage	0	44
True	défricher	masculine	singular	défrichement	0	171
True	défruiter	masculine	singular	défruitement	0	1
True	dégager	masculine	singular	dégagement	0	468
True	dégainer	masculine	singular	dégainage	0	6
True	dégarnir	masculine	singular	dégarnissage	0	2
True	dégazer	masculine	singular	dégazage	0	107
True	dégazonner	masculine	singular	dégazage	0	107
True	dégeler	masculine	singular	dégel	0	118
True	dégénérer	feminine	singular	dégénération	0	10
True	dégénérer	feminine	singular	dégénérescence	0	320
True	dégermer	masculine	singular	dégermage	0	2
True	dégivrer	masculine	singular	dégivrage	0	31
True	déglacer	masculine	singular	déglaçage	0	8
True	déglacer	masculine	singular	déglacement	0	2
True	déglacer	feminine	singular	déglaciation	0	11
True	déglutir	feminine	singular	déglutition	0	118
True	dégommer	masculine	singular	dégommage	0	1
True	dégonfler	masculine	singular	dégonflage	0	11
True	dégonfler	masculine	singular	dégonflement	0	9
True	dégorger	masculine	singular	dégorgeage	0	1
True	dégorger	masculine	singular	dégorgement	0	26
True	dégouliner	feminine	singular	dégoulinade	0	1
True	dégouliner	masculine	singular	dégoulinage	0	1
True	dégrader	feminine	singular	dégradation	0	1566
True	dégraisser	masculine	singular	dégraissage	0	29
True	dégraver	masculine	singular	dégravage	0	3
True	dégrever	masculine	singular	dégrèvement	0	19
True	dégriffer	masculine	singular	dégriffage	0	4
True	dégringoler	feminine	singular	dégringolade	0	32
True	dégriser	masculine	singular	dégrisement	0	6
True	dégrosser	masculine	singular	dégrossissage	0	8
True	dégrossir	masculine	singular	dégrossissage	0	8
True	dégrouper	masculine	singular	dégroupage	0	64
True	dégrouper	masculine	singular	dégroupement	0	2
True	déguerpir	masculine	singular	déguerpissement	0	8
True	déguiser	masculine	singular	déguisement	0	224
True	déguster	feminine	singular	dégustation	0	758
True	déhancher	masculine	singular	déhanchement	0	18
True	déifier	feminine	singular	déification	0	48
True	déjauger	masculine	singular	déjaugeage	0	8
True	déjecter	feminine	singular	déjection	0	30
True	déjeter	masculine	singular	déjètement	0	1
True	déjeuner	masculine	singular	déjeuner	0	643
True	délabialiser	feminine	singular	délabialisation	0	1
True	délainer	masculine	singular	délainage	0	60
True	délaisser	masculine	singular	délaissement	0	27
True	délasser	masculine	singular	délassement	0	32
True	délaver	masculine	singular	délavage	0	3
True	délayer	masculine	singular	délayage	0	2
True	déléguer	feminine	singular	délégation	0	2617
True	délester	masculine	singular	délestage	0	24
True	délibérer	feminine	singular	délibération	0	412
True	délibérer	masculine	singular	délibéré	0	211
True	délier	masculine	singular	déliement	0	1
True	déligner	masculine	singular	délignage	0	5
True	délignifier	feminine	singular	délignification	0	2
True	délimiter	feminine	singular	délimitation	0	353
True	délinéer	feminine	singular	délinéation	0	2
True	déliter	masculine	singular	délitement	0	31
True	délivrer	feminine	singular	délivrance	0	722
True	délivrer	masculine	singular	délivrement	0	1
True	délocaliser	feminine	singular	délocalisation	0	162
True	déloger	masculine	singular	délogement	0	2
True	démagnétiser	feminine	singular	démagnétisation	0	6
True	demander	feminine	singular	demande	0	24159
True	démanger	feminine	singular	démangeaison	0	21
True	démanteler	masculine	singular	démantèlement	0	622
True	démaquiller	masculine	singular	démaquillage	0	3
True	démarcher	masculine	singular	démarchage	0	33
True	démarcher	feminine	singular	démarche	0	3112
True	démarier	masculine	singular	démariage	0	4
True	démarquer	masculine	singular	démarcage	0	2
True	démarquer	feminine	singular	démarcation	0	250
True	démarquer	masculine	singular	démarquage	0	9
True	démarquer	feminine	singular	démarque	0	441
True	démarrer	masculine	singular	démarrage	0	877
True	démascler	masculine	singular	démasclage	0	4
True	démasquer	masculine	singular	démasquage	0	3
True	dématérialiser	feminine	singular	dématérialisation	0	58
True	démâter	masculine	singular	démâtage	0	9
True	démêler	masculine	singular	démêlage	0	5
True	démembrer	masculine	singular	démembrement	0	403
True	déménager	masculine	singular	déménagement	0	503
True	démentir	masculine	singular	démenti	0	302
True	démettre	feminine	singular	démission	0	3307
True	demeurer	feminine	singular	demeurance	0	3
True	demeurer	feminine	singular	demeure	0	5771
True	démilitariser	feminine	singular	démilitarisation	0	43
True	déminéraliser	feminine	singular	déminéralisation	0	18
True	déminer	masculine	singular	déminage	0	148
True	démissionner	feminine	singular	démission	0	3307
True	démobiliser	feminine	singular	démobilisation	0	124
True	démocratiser	feminine	singular	démocratisation	0	404
True	démoduler	feminine	singular	démodulation	0	24
True	démolir	masculine	singular	démolissage	0	1
True	démolir	feminine	singular	démolition	0	736
True	démonétiser	feminine	singular	démonétisation	0	20
True	démonter	masculine	singular	démontage	0	161
True	démontrer	feminine	singular	démonstration	0	3517
True	démoraliser	feminine	singular	démoralisation	0	39
True	démotiver	feminine	singular	démotivation	0	32
True	démouler	masculine	singular	démoulage	0	47
True	démoustiquer	feminine	singular	démoustication	0	7
True	démucilaginer	feminine	singular	démucilagination	0	1
True	démultiplier	feminine	singular	démultiplication	0	62
True	démutiser	feminine	singular	démutisation	0	1
True	démystifier	feminine	singular	démystification	0	23
True	démythifier	feminine	singular	démythification	0	6
True	dénasaliser	feminine	singular	dénasalisation	0	4
True	dénationaliser	feminine	singular	dénationalisation	0	9
True	dénaturaliser	feminine	singular	dénaturalisation	0	12
True	dénaturer	feminine	singular	dénaturation	0	92
True	dénaturer	masculine	singular	dénaturement	0	1
True	dénazifier	feminine	singular	dénazification	0	39
True	déneiger	masculine	singular	déneigement	0	28
True	dénerver	feminine	singular	dénervation	0	1
True	déniaiser	masculine	singular	déniaisement	0	1
True	dénier	feminine	singular	dénégation	0	57
True	dénier	masculine	singular	déniement	0	1
True	dénier	masculine	singular	déni	0	254
True	dénigrer	feminine	singular	dénigration	0	3
